Arms;0072;Gobul Vambraces S
Arms;0073;Gobul Guards S
Arms;0074;Guild Bard Braces S
Arms;0075;Guild Bard Sleeves S
Arms;0076;Scholar's Gloves S
Arms;0077;Scholar's Sleeves S
Arms;0078;Rathian Vambraces S
Arms;0079;Rathian Guards S
Arms;007A;Rath Heart Braces
Arms;007B;Rath Heart Guards
Arms;007C;Gigginox Vambraces S
Arms;007D;Gigginox Guards S
Arms;007E;Gigginox Vambraces U
Arms;007F;Gigginox Guards U
Arms;0080;Ingot Vambraces S
Arms;0081;Ingot Guards S
Arms;0082;Dober Vambraces
Arms;0083;Dober Guards
Arms;0084;Yukumo Sky Kote
Arms;0085;Yukumo Land Kote
Arms;0086;Aelucanth Brachia
Arms;0087;Aelucanth Manus
Arms;0088;Rhopessa Brachia
Arms;0089;Rhopessa Manus
Arms;008A;Mosgharl Creeper
Arms;008B;Mosgharl Tendrill
Arms;008C;Artian Vambraces
Arms;008D;Artian Guards
Arms;008E;Lagiacrus Braces S
Arms;008F;Lagiacrus Guards S
Arms;0090;Lagiacrus Braces U
Arms;0091;Lagiacrus Guards U
Arms;0092;Rathalos Vambraces S
Arms;0093;Rathalos Guards S
Arms;0094;Rath Soul Braces
Arms;0095;Rath Soul Guards
Arms;0096;Barioth Vambraces S
Arms;0097;Barioth Guards S
Arms;0098;Barioth Vambraces U
Arms;0099;Barioth Guards U
Arms;009A;Diablos Vambraces S
Arms;009B;Diablos Guards S
Arms;009C;Diablos Vambraces U
Arms;009D;Diablos Guards U
Arms;009E;Uragaan Vambraces S
Arms;009F;Uragaan Guards S
Arms;00A0;Uragaan Vambraces U
Arms;00A1;Uragaan Guards U
Arms;00A2;Agnaktor Vambraces S
Arms;00A3;Agnaktor Guards S
Arms;00A4;Agnaktor Vambraces U
Arms;00A5;Agnaktor Guards U
Arms;00A6;Vangis Vambraces
Arms;00A7;Vangis Guards
Arms;00A8;Damascus Vambraces
Arms;00A9;Damascus Guards
Arms;00AA;DUMMY
Arms;00AB;DUMMY
Arms;00AC;DUMMY
Arms;00AD;DUMMY
Arms;00AE;Yamato Kote
Arms;00AF;Mutsu Kote
Arms;00B0;Hyuga Kote
Arms;00B1;Amagi Kote
Arms;00B2;Escadora Arms
Arms;00B3;Escadora Arma
Arms;00B4;Zinogre Vambraces
Arms;00B5;Zinogre Guards
Arms;00B6;Nibelsnarf Braces S
Arms;00B7;Nibelsnarf Guards S
Arms;00B8;Duramboros Braces S
Arms;00B9;Duramboros Guards S
Arms;00BA;Nargacuga Braces
Arms;00BB;Nargacuga Guards
Arms;00BC;Plesioth Vambraces
Arms;00BD;Plesioth Guards
Arms;00BE;Brachydios Braces
Arms;00BF;Brachydios Guards
Arms;00C0;Dianthus Sleeves
Arms;00C1;Campanile Sleeves
Arms;00C2;Ranger's Gauntlets
Arms;00C3;Archer's Gauntlets
Arms;00C4;DUMMY
Arms;00C5;DUMMY
Arms;00C6;DUMMY
Arms;00C7;DUMMY
Arms;00C8;DUMMY
Arms;00C9;DUMMY
Arms;00CA;DUMMY
Arms;00CB;DUMMY
Arms;00CC;DUMMY
Arms;00CD;DUMMY
Arms;00CE;Ingot Vambraces X
Arms;00CF;Ingot Guards X
Arms;00D0;Bnahabra Gloves X
Arms;00D1;Bnahabra Sleeves X
Arms;00D2;Rhenoplos Braces X
Arms;00D3;Rhenoplos Guards X
Arms;00D4;Jaggi Vambraces X
Arms;00D5;Jaggi Guards X
Arms;00D6;Baggi Vambraces X
Arms;00D7;Baggi Guards X
Arms;00D8;Wroggi Vambraces X
Arms;00D9;Wroggi Guards X
Arms;00DA;Arzuros Vambraces X
Arms;00DB;Arzuros Guards X
Arms;00DC;Lagombi Vambraces X
Arms;00DD;Lagombi Guards X
Arms;00DE;Volvidon Vambraces X
Arms;00DF;Volvidon Guards X
Arms;00E0;Qurupeco Vambraces X
Arms;00E1;Qurupeco Guards X
Arms;00E2;Qurupeco Vambraces Z
Arms;00E3;Qurupeco Guards Z
Arms;00E4;Ludroth Vambraces X
Arms;00E5;Ludroth Guards X
Arms;00E6;Ludroth Vambraces Z
Arms;00E7;Ludroth Guards Z
Arms;00E8;Barroth Vambraces X
Arms;00E9;Barroth Guards X
Arms;00EA;Barroth Vambraces Z
Arms;00EB;Barroth Guards Z
Arms;00EC;Gobul Vambraces X
Arms;00ED;Gobul Guards X
Arms;00EE;Rathalos Vambraces X
Arms;00EF;Rathalos Guards X
Arms;00F0;Rath Soul Braces Z
Arms;00F1;Rath Soul Guards Z
Arms;00F2;Silver Solbraces
Arms;00F3;Silver Solguards
Arms;00F4;Rathian Vambraces X
Arms;00F5;Rathian Guards X
Arms;00F6;Rath Heart Braces Z
Arms;00F7;Rath Heart Guards Z
Arms;00F8;Golden Lunebraces
Arms;00F9;Golden Luneguards
Arms;00FA;Lagiacrus Braces X
Arms;00FB;Lagiacrus Guards X
Arms;00FC;Lagiacrus Braces Z
Arms;00FD;Lagiacrus Guards Z
Arms;00FE;Nether Vambraces
Arms;00FF;Nether Guards
Arms;0100;Gigginox Vambraces X
Arms;0101;Gigginox Guards X
Arms;0102;Gigginox Vambraces Z
Arms;0103;Gigginox Guards Z
Arms;0104;Barioth Vambraces X
Arms;0105;Barioth Guards X
Arms;0106;Barioth Vambraces Z
Arms;0107;Barioth Guards Z
Arms;0108;Diablos Vambraces X
Arms;0109;Diablos Guards X
Arms;010A;Diablos Vambraces Z
Arms;010B;Diablos Guards Z
Arms;010C;Uragaan Vambraces X
Arms;010D;Uragaan Guards X
Arms;010E;Uragaan Vambraces Z
Arms;010F;Uragaan Guards Z
Arms;0110;Agnaktor Vambraces X
Arms;0111;Agnaktor Guards X
Arms;0112;Agnaktor Vambraces Z
Arms;0113;Agnaktor Guards Z
Arms;0114;Helios Vambraces X
Arms;0115;Helios Guards X
Arms;0116;Helios Vambraces Z
Arms;0117;Helios Guards Z
Arms;0118;Selene Vambraces X
Arms;0119;Selene Guards X
Arms;011A;Selene Vambraces Z
Arms;011B;Selene Guards Z
Arms;011C;Grand Yamato Kote
Arms;011D;Grand Mutsu Kote
Arms;011E;Grand Hyuga Kote
Arms;011F;Grand Amagi Kote
Arms;0120;Yamato Kote Prime
Arms;0121;Mutsu Kote Prime
Arms;0122;Hyuga Kote Prime
Arms;0123;Amagi Kote Prime
Arms;0124;Vangis Vambraces X
Arms;0125;Vangis Guards X
Arms;0126;Escadora Arms X
Arms;0127;Escadora Arma X
Arms;0128;Zinogre Vambraces X
Arms;0129;Zinogre Guards X
Arms;012A;Zinogre Vambraces Z
Arms;012B;Zinogre Guards Z
Arms;012C;Nibelsnarf Braces X
Arms;012D;Nibelsnarf Guards X
Arms;012E;Duramboros Braces X
Arms;012F;Duramboros Guards X
Arms;0130;Duramboros Braces Z
Arms;0131;Duramboros Guards Z
Arms;0132;Nargacuga Braces X
Arms;0133;Nargacuga Guards X
Arms;0134;Nargacuga Braces Z
Arms;0135;Nargacuga Guards Z
Arms;0136;Lambent Wristrays
Arms;0137;Silhouette Wristrays
Arms;0138;Plesioth Vambraces X
Arms;0139;Plesioth Guards X
Arms;013A;Plesioth Vambraces Z
Arms;013B;Plesioth Guards Z
Arms;013C;Brachydios Braces X
Arms;013D;Brachydios Guards X
Arms;013E;Miralis Grievers
Arms;013F;Miralis Clouts
Arms;0140;Damascus Vambraces X
Arms;0141;Damascus Guards X
Arms;0142;Dober Vambraces X
Arms;0143;Dober Guards X
Arms;0144;DUMMY
Arms;0145;DUMMY
Arms;0146;Aelucanth Brachia X
Arms;0147;Aelucanth Manus X
Arms;0148;Rhopessa Brachia X
Arms;0149;Rhopessa Manus X
Arms;014A;Mosgharl Creeper X
Arms;014B;Mosgharl Tendrill X
Arms;014C;Artian Vambraces X
Arms;014D;Artian Guards X
Arms;014E;Dianthus Wealcuffs
Arms;014F;Campanile Wealcuffs
Arms;0150;Strider's Gauntlets
Arms;0151;Deadeye's Gauntlets
Arms;0152;Guild Bard Braces X
Arms;0153;Guild Bard Sleeves X
Arms;0154;Scholar's Gloves X
Arms;0155;Scholar's Sleeves X
Arms;0156;DUMMY
Arms;0157;DUMMY
Arms;0158;Sailor Gloves
Arms;0159;Sailor Sleeves
Arms;015A;Chakra Bracelet
Arms;015B;DUMMY
Arms;015C;DUMMY
Arms;015D;DUMMY
Arms;015E;DUMMY
Arms;015F;DUMMY
Arms;0160;DUMMY
Arms;0161;DUMMY
Arms;0162;DUMMY
Arms;0163;DUMMY
Arms;0164;DUMMY
Arms;0165;DUMMY
Arms;0166;DUMMY
Arms;0167;DUMMY
Arms;0168;DUMMY
Arms;0169;DUMMY
Arms;016A;DUMMY
Arms;016B;DUMMY
Arms;016C;DUMMY
Arms;016D;DUMMY
Arms;016E;DUMMY
Arms;016F;DUMMY
Arms;0170;DUMMY
Bow;0000;None
Bow;0001;Peckish Peco
Bow;0002;Famished Peco
Bow;0003;Heartbreaker
Bow;0004;Broken Heart
Bow;0005;Strong Heart
Bow;0006;Wroggi Revolver I
Bow;0007;Wroggi Revolver II
Bow;0008;Wroggi Revolver III
Bow;0009;Dirty Revolver I
Bow;000A;Dirty Revolver II
Bow;000B;Spith & Venom
Bow;000C;Sponge Gear I
Bow;000D;Sponge Gear II
Bow;000E;Sponge Gear III
Bow;000F;Amethyst Gear I
Bow;0010;Amethyst Gear II
Bow;0011;Amir al Bahr
Bow;0012;Batal al Bahr
Bow;0013;Arko Nulo
Bow;0014;Arko Unu
Bow;0015;Arko Nulo (R)
Bow;0016;Arko Unu (R)
Bow;0017;Arko Du (R)
Bow;0018;Arko Tri (R)
Bow;0019;Arko Nulo (W)
Bow;001A;Arko Unu (W)
Bow;001B;Arko Du (W)
Bow;001C;Arko Tri (W)
Bow;001D;Arko Nulo (Y)
Bow;001E;Arko Unu (Y)
Bow;001F;Arko Du (Y)
Bow;0020;Arko Tri (Y)
Bow;0021;Hunter's Bow I
Bow;0022;Hunter's Bow II
Bow;0023;Hunter's Bow III
Bow;0024;Hunter's Stoutbow I
Bow;0025;Hunter's Stoutbow II
Bow;0026;Hunter's Proudbow
Bow;0027;Dios Flier
Bow;0028;Dios Flier+
Bow;0029;Demolition Bow
Bow;002A;Warflare Demolisher
Bow;002B;Type 64 Multibow I
Bow;002C;Type 64 Multibow II
Bow;002D;Scorpion Zinger
Bow;002E;Searhorse Harp
Bow;002F;Reignhorse Harp
Bow;0030;Aquasteed Harp
Bow;0031;Queen Blaster I
Bow;0032;Queen Blaster II
Bow;0033;Queen Blaster III
Bow;0034;Heartshot Bow I
Bow;0035;Heartshot Bow II
Bow;0036;Heartshot Box III
Bow;0037;Selene Moonbroken
Bow;0038;Usurper's Rumble
Bow;0039;Despot's Ealybolt
Bow;003A;Oppressor's Answer
Bow;003B;Brimstren Drakesight
Bow;003C;Stygian Patientia
Bow;003D;Ice Crest
Bow;003E;Edelweiss
Bow;003F;Amber Arc Valanga
Bow;0040;Lithe Saberbow
Bow;0041;Fallenfriede
Bow;0042;Rafalga Sandraider
Bow;0043;Brazencord
Bow;0044;Gigacles
Bow;0045;Gigantomachy
Bow;0046;Chrome Corda I
Bow;0047;Chrome Corda II
Bow;0048;Steel Daedalops
Bow;0049;Hidden Bow I
Bow;004A;Hidden Bow II
Bow;004B;Night Flight
Bow;004C;Eclipse Bow
Bow;004D;Virnar Bow
Bow;004E;Midnight Farflight
Bow;004F;Boltsender I
Bow;0050;Boltsender II
Bow;0051;High Voltsender
Bow;0052;Neo Voltsender
Bow;0053;Arcus Whitebolt
Bow;0054;Nether Battlebow
Bow;0055;Nether Emprestador
Bow;0056;Diablos Hornbow I
Bow;0057;Diablos Hornbow II
Bow;0058;Galebender
Bow;0059;Cera Coilbender
Bow;005A;Cera Cyclord
Bow;005B;Ala Victoria I
Bow;005C;Ala Victoria II
Bow;005D;Prayerful Victoria
Bow;005E;Ark Diosa
Bow;005F;Arken Victrine
Bow;0060;Worldseer's Bow
Bow;0061;Worldseer's Proof
Bow;0062;Worldseer's Bounty
Bow;0063;Alatreon Bow
Bow;0064;Alatreon Commandment
Bow;0065;Altheos Incanonis
Bow;0066;Arca Raptora
Bow;0067;Arca Chaotica
Bow;0068;Arca Insantia
Bow;0069;Megiddo Pheonix
Bow;006A;The Rysurrection
Bow;006B;Morsel Bowfish
Bow;006C;Ample Bowfish
Bow;006D;Viand Bowfish
Bow;006E;Kelbi Stingshot
Bow;006F;Kelbi Strongshot
Bow;0070;Great Kelbi Deershot
Bow;0071;Bamboo Taketori
Bow;0072;Bamboo Okina
Bow;0073;Bamboo Kaguya
Bow;0074;DUMMY RARE 5 (No Design)
Bow;0075;No Name RARE 5 (Weird Design)
Bow;0076;
Bow;0077;
Bow;0078;
Bow;0079;
Bow;007A;
Bow;007B;
Bow;007C;
Bow;007D;
Bow;007E; 
Bow;007F;
Bow;0080;
Bow;0081;
Bow;0082;
Bow;0083;
Bow;0084;
Bow;0085;
Bow;0086;
Bow;0087;
Bow;0088;
Bow;0089;
Bow;008A;
Bow;008B;
Bow;008C;
Bow;008D;
Bow;008E;
Bow;008F;
Bow;0090;
Bow;0091;
Bow;0092;
Bow;0093;
Bow;0094;
Bow;0095;
Bow;0096;
Bow;0097;
Bow;0098;
Bow;0099;
Bow;009A;
Bow;009B;
Bow;009C;
Bow;009D;
Bow;009E;
Bow;009F;
Bow;00A0;
Bow;00A1;
Bow;00A2;
Bow;00A3;
Bow;00A4;
Bow;00A5;
Bow;00A6;
Bow;00A7;
Bow;00A8;
Bow;00A9;
Bow;00AA;
Bow;00AB;
Bow;00AC;
Bow;00AD;
Bow;00AE;
Bow;00AF;
Bow;00B0;
Bow;00B1;
Bow;00B2;
Bow;00B3;
Bow;00B4;
Bow;00B5;
Bow;00B6;
Bow;00B7;
Bow;00B8;
Bow;00B9;
Bow;00BA;
Bow;00BB;
Bow;00BC;
Bow;00BD;
Bow;00BE;
Bow;00BF;
Bow;00C0;
Bow;00C1;
Bow;00C2;
Bow;00C3;
Bow;00C4;
Bow;00C5;
Bow;00C6;
Bow;00C7;
Bow;00C8;
Bow;00C9;
Bow;00CA;
Bow;00CB;
Bow;00CC;
Bow;00CD;
Bow;00CE;
Bow;00CF;
Bow;00D0;
Bow;00D1;
Bow;00D2;
Bow;00D3;
Bow;00D4;
Bow;00D5;
Bow;00D6;
Bow;00D7;
Bow;00D8;
Bow;00D9;
Bow;00DA;
Bow;00DB;
Bow;00DC;
Bow;00DD;
Bow;00DE;
Bow;00DF;
Bow;00E0;
Bow;00E1;
Bow;00E2;
Bow;00E3;
Bow;00E4;
Bow;00E5;
Bow;00E6;
Bow;00E7;
Bow;00E8;
Bow;00E9;
Bow;00EA;
Bow;00EB;
Bow;00EC;
Bow;00ED;
Bow;00EE;
Bow;00EF;
Bow;00F0;
Bow;00F1;
Bow;00F2;
Bow;00F3;
Bow;00F4;
Bow;00F5;
Bow;00F6;
Bow;00F7;
Bow;00F8;
Bow;00F9;
Bow;00FA;
Bow;00FB;
Bow;00FC;
Bow;00FD;
Bow;00FE;
Bow;00FF;
Bow;0100;
Bow;0FFE;No Name RARE 1 (No Design)
Bow;0FFF;No Name RARE 1 (No Desgin)
Bow;1000;No name RARE 1 (No Design)
Chest;0001;Leather Vest
Chest;0002;Chainmail Vest
Chest;0003;Loc Lac Shawl
Chest;0004;Hunter's Mail
Chest;0005;Hunter's Vest
Chest;0006;Bone Mail
Chest;0007;Bone Vest
Chest;0008;Alloy Mail
Chest;0009;Alloy Vest
Chest;000A;Jaggi Mail
Chest;000B;Jaggi Vest
Chest;000C;Bnahabra Suit
Chest;000D;Bnahabra Vest
Chest;000E;Rhenoplos Mail
Chest;000F;Rhenoplos Vest
Chest;0010;Qurupeco Mail
Chest;0011;Qurupeco Vest
Chest;0012;Ludroth Mail
Chest;0013;Ludroth Vest
Chest;0014;DUMMY
Chest;0015;Baggi Mail
Chest;0016;Baggi Vest
Chest;0017;Barroth Mail
Chest;0018;Barroth Vest
Chest;0019;Gobul Mail
Chest;001A;Gobul Vest
Chest;001B;DUMMY
Chest;001C;DUMMY
Chest;001D;Guild Bard Bolero
Chest;001E;Guild Bard Vest
Chest;001F;Scholar's Blouse
Chest;0020;Scholar's Vest
Chest;0021;Rathian Mail
Chest;0022;Rathian Vest
Chest;0023;Gigginox Mail
Chest;0024;Gigginox Vest
Chest;0025;Ingot Mail
Chest;0026;Ingot Vest
Chest;0027;Lagiacrus Mail
Chest;0028;Lagiacrus Vest
Chest;0029;Rathalos Mail
Chest;002A;Rathalos Vest
Chest;002B;Barioth Mail
Chest;002C;Barioth Vest
Chest;002D;Diablos Mail
Chest;002E;Diablos Vest
Chest;002F;Uragaan Mail
Chest;0030;Uragaan Vest
Chest;0031;Agnaktor Mail
Chest;0032;Agnaktor Vest
Chest;0033;Helios Mail
Chest;0034;Helios Vest
Chest;0035;Selene Mail
Chest;0036;Selene Vest
Chest;0037;Wroggi Mail
Chest;0038;Wroggi Vest
Chest;0039;Arzuros Mail
Chest;003A;Arzuros Vest
Chest;003B;Lagombi Mail
Chest;003C;Lagombi Vest
Chest;003D;Volvidon Mail
Chest;003E;Volvidon Vest
Chest;003F;Nibelsnarf Mail
Chest;0040;Nibelsnarf Vest
Chest;0041;Duramboros Mail
Chest;0042;Duramboros Vest
Chest;0043;Yukumo Dogi
Chest;0044;DUMMY
Chest;0045;DUMMY
Chest;0046;DUMMY
Chest;0047;DUMMY
Chest;0048;DUMMY
Chest;0049;DUMMY
Chest;004A;DUMMY
Chest;004B;DUMMY
Chest;004C;Leather Mail S
Chest;004D;Leather Vest S
Chest;004E;Chainmail Armor S
Chest;004F;Chainmail Vest S
Chest;0050;Loc Lac Shawl S
Chest;0051;Loc Lac Vest S
Chest;0052;Hunter's Mail S
Chest;0053;Hunter's Vest S
Chest;0054;Bone Mail S
Chest;0055;Bone Vest S
Chest;0056;Alloy Mail S
Chest;0057;Alloy Vest S
Chest;0058;Jaggi Mail S
Chest;0059;Jaggi Vest S
Chest;005A;Bnahabra Suit S
Chest;005B;Gnahabra Vest S
Chest;005C;Rhenoplos Mail S
Chest;005D;Rhenoplos Vest S
Chest;005E;Slagtoth Cloak
Chest;005F;Slagtoth Wrap
Chest;0060;Qurupeco Mail S
Chest;0061;Qurupeco Vest S
Chest;0062;Qurupeco Mail U
Chest;0063;Qurupeco Vest U
Chest;0064;Ludroth Mail S
Chest;0065;Ludroth Vest S
Chest;0066;Ludroth Mail U
Chest;0067;Ludroth Vest U
Chest;0068;DUMMY
Chest;0069;Baggi Mail S
Chest;006A;Baggi Vest S
Chest;006B;Wroggi Mail S
Chest;006C;Wroggi Vest S
Chest;006D;Arzuros Mail S
Chest;006E;Arzuros Vest S
Chest;006F;Lagombi Mail S
Chest;0070;Lagombi Vest S
Chest;0071;Volvidon Mail S
Chest;0072;Volvidon Vest S
Chest;0073;Barroth Mail S
Chest;0074;Barroth Vest S
Chest;0075;Barroth Mail U
Chest;0076;Barroth Vest U
Chest;0077;Gobul Mail S
Chest;0078;Gobul Vest S
Chest;0079;Guild Bard Bolero S
Chest;007A;Guild Bard Vest S
Chest;007B;Scholar's Blouse S
Chest;007C;Scholar's Vest S
Chest;007D;Rathian Mail S
Chest;007E;Rathian Vest S
Chest;007F;Rath Heart Mail
Chest;0080;Rath Heart Vest
Chest;0081;Gigginox Mail S
Chest;0082;Gigginox Vest S
Chest;0083;Gigginox Mail U
Chest;0084;Gigginox Vest U
Chest;0085;Ingot Mail S
Chest;0086;Ingot Vest S
Chest;0087;Dober Mail
Chest;0088;Dober Vest
Chest;0089;Yukumo Sky Dogi
Chest;008A;Yukumo Land Dogi
Chest;008B;Aelucanth Thorax
Chest;008C;Aelucanth Pleuron
Chest;008D;Rhopessa Thorax
Chest;008E;Rhopessa Pleuron
Chest;008F;Mosgharl Ribplate
Chest;0090;Mosgharl Ribguard
Chest;0091;Artian Mail
Chest;0092;Artian Vest
Chest;0093;Lagiacrus Mail S
Chest;0094;Lagiacrus Vest S
Chest;0095;Lagiacrus Mail U
Chest;0096;Lagiacrus Vest U
Chest;0097;Rathalos Mail S
Chest;0098;Rathalos Vest S
Chest;0099;Rath Soul Mail
Chest;009A;Rath Soul Vest
Chest;009B;Barioth Mail S
Chest;009C;Barioth Vest S
Chest;009D;Barioth Mail U
Chest;009E;Barioth Vest U
Chest;009F;Diablos Mail S
Chest;00A0;Diablos Vest S
Chest;00A1;Diablos Mail U
Chest;00A2;Diablos Vest U
Chest;00A3;Uragaan Mail S
Chest;00A4;Uragaan Vest S
Chest;00A5;Uragaan Mail U
Chest;00A6;Uragaan Vest U
Chest;00A7;Agnaktor Mail S
Chest;00A8;Agnaktor Vest S
Chest;00A9;Agnaktor Mail U
Chest;00AA;Agnaktor Vest U
Chest;00AB;Vangis Mail
Chest;00AC;Vangis Vest
Chest;00AD;Damascus Mail
Chest;00AE;Damascus Vest
Chest;00AF;DUMMY
Chest;00B0;DUMMY
Chest;00B1;DUMMY
Chest;00B2;DUMMY
Chest;00B3;Yamato Doate
Chest;00B4;Mutsu Doate
Chest;00B5;Hyuga Muneate
Chest;00B6;Amagi Muneate
Chest;00B7;Escadora Soul
Chest;00B8;Escadora Seele
Chest;00B9;Zinogre Mail
Chest;00BA;Zinogre Vest
Chest;00BB;Nibelsnarf Mail S
Chest;00BC;Nibelsnarf Vest S
Chest;00BD;Duramboros Mail S
Chest;00BE;Duramboros Vest S
Chest;00BF;Nargacuga Mail
Chest;00C0;Nargacuga Vest
Chest;00C1;Plesioth Mail
Chest;00C2;Plesioth Vest
Chest;00C3;Brachydios Mail
Chest;00C4;Brachydios Vest
Chest;00C5;Dianthus Jacket
Chest;00C6;Campanile Jacket
Chest;00C7;Ranger's Girdle
Chest;00C8;Archer's Girdle
Chest;00C9;DUMMY
Chest;00CA;DUMMY
Chest;00CB;DUMMY
Chest;00CC;DUMMY
Chest;00CD;DUMMY
Chest;00CE;DUMMY
Chest;00CF;DUMMY
Chest;00D0;DUMMY
Chest;00D1;DUMMY
Chest;00D2;DUMMY
Chest;00D3;Ingot Mail X
Chest;00D4;Ingot Vest X
Chest;00D5;Bnahabra Suit X
Chest;00D6;Bnahabra Vest X
Chest;00D7;Rhenoplos Mail X
Chest;00D8;Rhenoplos Vest X
Chest;00D9;Slagtoth Cloak X
Chest;00DA;Slagtoth Wrap X
Chest;00DB;Jaggi Mail X
Chest;00DC;Jaggi Vest X
Chest;00DD;Baggi Mail X
Chest;00DE;Baggi Vest X
Chest;00DF;Wroggi Mail X
Chest;00E0;Wroggi Vest X
Chest;00E1;Arzuros Mail X
Chest;00E2;Arzuros Vest X
Chest;00E3;Lagombi Mail X
Chest;00E4;Lagombi Vest X
Chest;00E5;Volvidon Mail X
Chest;00E6;Volvidon Vest X
Chest;00E7;Qurupeco Mail X
Chest;00E8;Qurupeco Vest X
Chest;00E9;Qurupeco Mail Z
Chest;00EA;Qurupeco Vest Z
Chest;00EB;Ludroth Mail X
Chest;00EC;Ludroth Vest X
Chest;00ED;Ludroth Mail Z
Chest;00EE;Ludroth Vest Z
Chest;00EF;Barroth Mail X
Chest;00F0;Barroth Vest X
Chest;00F1;Barroth Mail Z
Chest;00F2;Barroth Vest Z
Chest;00F3;Gobul Mail X
Chest;00F4;Gobul Vest X
Chest;00F5;Rathalos Mail X
Chest;00F6;Rathalos Vest X
Chest;00F7;Rath Soul Mail Z
Chest;00F8;Rath Soul Vest Z
Chest;00F9;Silver Solmail
Chest;00FA;Silver Solvest
Chest;00FB;Rathian Mail X
Chest;00FC;Rathian Vest X
Chest;00FD;Rath Heart Mail Z
Chest;00FE;Rath Heart Vest Z
Chest;00FF;Golden Lunemail
Chest;01;Golden Lunevest
Chest;0101;Lagiacrus Mail X
Chest;0102;Lagiacrus Vest X
Chest;0103;Lagiacrus Mail Z
Chest;0104;Lagiacrus Vest Z
Chest;0105;Nether Mail
Chest;0106;Nether Vest
Chest;0107;Gigginox Mail X
Chest;0108;Gigginox Vest X
Chest;0109;Gigginox Mail Z
Chest;010A;Gigginox Vest Z
Chest;010B;Barioth Mail X
